Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Co,Gr,Ca,type,commentaire,fond,,
410,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,16,,,,,,,,,,,Simple,,,,
411,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,17,,,,,,,,,,,Simple,,,,
412,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,18,,,,,,,,,,,Simple,,,,
413,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,19,,,,,,,,,,,Simple,,,,
414,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,20,,,,,,,,,,,Simple,,,,
415,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,1,,,,,,,,,,,Simple,,,,
416,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,2,,,,,,,,,,,Simple,,,,
417,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,3,,,,,,,,,,,Simple,,,,
418,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,4,,,,,,,,,,,Simple,,,,
419,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,5,,,,,,,,,,,Simple,,,,
420,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,6,,,,,,,,,,,Simple,,,,
421,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,7,,,,,,,,,,,Simple,,,,
422,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,8,,,,,,,,,,,Simple,,,,
423,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,9,,,,,,,,,,,Simple,,,,
424,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,10,,,,,,,,,,,Simple,,,,
425,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,11,,,,,,,,,,,Simple,,,,
426,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,12,,,,,,,,,,,Simple,,,,
427,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,13,,,,,,,,,,,Simple,,,,
428,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,14,,,,,,,,,,,Simple,,,,
429,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,15,,,,,,,,,,,Simple,,,,
430,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,16,,,,,,,,,,,Simple,,,,
431,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,17,,,,,,,,,,,Simple,,,,
432,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,18,,,,,,,,,,,Simple,,,,
433,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,19,,,,,,,,,,,Simple,,,,
434,27,8,2007,Fsavoie,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,20,,,,,,,,,,,Simple,,,,
435,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,1,i,90,,,,,,,,,Simple,,,,
436,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,2,,,,,,,,,,,Simple,,,,
437,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,3,,,,,,,,,,,Simple,,,,
438,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,4,,,,,,,,,,,Simple,,,,
439,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,5,,,,,,,,,,,Simple,,,,
440,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,6,,,,,,,,,,,Simple,,,,
441,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,7,,,,,,,,,,,Simple,,,,
442,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,8,,,,,,,,,,,Simple,,,,
443,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,9,,,,,,,,,,,Simple,,,,
444,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,10,,,,,,,,,,,Simple,,,,
445,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,11,,,,,,,,,,,Simple,,,,
446,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,12,,,,,,,,,,,Simple,,,,
447,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,13,,,,,,,,,,,Simple,,,,
448,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,14,,,,,,,,,,,Simple,,,,
449,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,15,,,,,,,,,,,Simple,,,,
450,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,16,f,104,,,,,,,,,Simple,,,,
451,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,17,,,,,,,,,,,Simple,,,,
452,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,18,,,,,,,,,,,Simple,,,,
453,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,19,,,,,,,,,,,Simple,,,,
454,27,8,2007,Gpaulin,4552.568,6325.447,4552.582,6325.522,39,FH,R4-T1,20,,,,,,,,,,,Simple,,,,
455,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,1,,,,,,,,,,,Simple,,,,
456,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,2,,,,,,,,,,,Simple,,,,
457,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,3,,,,,,,,,,,Simple,,,,
458,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,4,,,,,,,,,,,Simple,,,,
459,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,5,,,,,,,,,,,Simple,,,,
460,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,6,,,,,,,,,,,Simple,,,,
461,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,7,,,,,,,,,,,Simple,,,,
462,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,8,,,,,,,,,,,Simple,,,,
463,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,12,,,,,,,,,,,Simple,,,,
464,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,13,,,,,,,,,,,Simple,,,,
465,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,14,,,,,,,,,,,Simple,,,,
466,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,15,,,,,,,,,,,Simple,,,,
467,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,16,,,,,,,,,,,Simple,,,,
468,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,17,,,,,,,,,,,Simple,,,,
469,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,18,f,71,,,,,,,,,Simple,,,,
470,27,8,2007,Fsavoie,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,19,,,,,,,,,,,Simple,,,,
471,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,1,,,,,,,,,,,Simple,,,,
472,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,2,,,,,,,,,,,Simple,,,,
473,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,3,,,,,,,,,,,Simple,,,,
474,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,4,,,,,,,,,,,Simple,,,,
475,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,15,m,74,,,,,,,,,Simple,,,,
476,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,16,,,,,,,,,,,Simple,,,,
477,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,17,,,,,,,,,,,Simple,,,,
478,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,18,f,67,,,,,,,,,Simple,,,,
479,27,8,2007,Gpaulin,4552.517,6325.447,4552.53,6325.523,34,FH,R4-T3,19,,,,,,,,,,,Simple,,,,
480,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,1,,,,,,,,,,,Simple,LS,,,
481,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,2,,,,,,,,,,,Simple,,,,
482,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,3,,,,,,,,,,,Simple,,,,
483,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,4,,,,,,,,,,,Simple,,,,
484,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,5,,,,,,,,,,,Simple,,,,
485,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,6,,,,,,,,,,,Simple,,,,
486,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,7,,,,,,,,,,,Simple,,,,
487,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,8,,,,,,,,,,,Simple,LS,,,
488,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,9,,,,,,,,,,,Simple,LS,,,
489,27,8,2007,Gpaulin,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,10,,,,,,,,,,,Simple,,,,
490,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,1,,,,,,,,,,,Simple,,,,
491,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,2,,,,,,,,,,,Simple,,,,
492,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,3,,,,,,,,,,,Simple,,,,
493,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,4,,,,,,,,,,,Simple,,,,
494,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,5,,,,,,,,,,,Simple,,,,
495,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,6,,,,,,,,,,,Simple,,,,
496,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,7,i,90,,,,,,,,,Simple,,,,
497,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,8,,,,,,,,,,,Simple,,,,
498,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,9,,,,,,,,,,,Simple,LS,,,
499,27,8,2007,Fsavoie,4552.478,6325.449,4552.492,6325.524,30,FH,R4-T5,10,,,,,,,,,,,Simple,,,,
500,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,2,,,,,,,,,,,Simple,,,,
501,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,3,,,,,,,,,,,Simple,,,,
502,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,4,m,115,,,,,,,,,Simple,,,,
503,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,4,m,62,,,,,,,,,Simple,,,,
504,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,5,,,,,,,,,,,Simple,,,,
505,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,6,,,,,,,,,,,Simple,,,,
506,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,7,,,,,,,,,,,Simple,,,,
507,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,8,,,,,,,,,,,Simple,,,,
508,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,9,,,,,,,,,,,Simple,,,,
509,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,10,,,,,,,,,,,Simple,,,,
510,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,11,,,,,,,,,,,Simple,,,,
511,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,12,,,,,,,,,,,Simple,,,,
512,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,13,,,,,,,,,,,Simple,,,,
513,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,15,,,,,,,,,,,Simple,,,,
514,24,8,2007,Dgiard,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,19,f,68,,,,,,,,,Simple,,,,
515,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,1,,,,,,,,,,,Simple,,,,
516,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,2,,,,,,,,,,,Simple,,,,
517,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,3,,,,,,,,,,,Simple,,,,
518,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,4,,,,,,,,,,,Simple,,,,
519,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,5,f,55,,,,,,,,,Simple,,,,
520,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,6,,,,,,,,,,,Simple,LS,,,
521,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,7,,,,,,,,,,,Simple,LS,,,
522,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,8,,,,,,,,,,,Simple,,,,
523,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,9,,,,,,,,,,,Simple,,,,
524,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,10,,,,,,,,,,,Simple,LS,,,
525,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,11,,,,,,,,,,,Simple,,,,
526,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,12,f,50,,,,,,,,,Simple,,,,
527,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,13,f,70,,,,,,,,,Simple,,,,
528,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,14,,,,,,,,,,,Simple,,,,
529,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,15,,,,,,,,,,,Simple,,,,
530,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,16,,,,,,,,,,,Simple,,,,
531,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,17,,,,,,,,,,,Simple,,,,
532,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,18,,,,,,,,,,,Simple,,,,
533,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,19,,,,,,,,,,,Simple,,,,
534,24,8,2007,Bcomeau,4552.438,6324.939,4552.452,6325.013,34,FH,R5-T2,20,,,,,,,,,,,Simple,,,,
535,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,1,,,,,,,,,,,Simple,,,,
536,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,2,,,,,,,,,,,Simple,,,,
537,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,3,,,,,,,,,,,Simple,,,,
538,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,4,,,,,,,,,,,Simple,,,,
539,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,5,,,,,,,,,,,Simple,,,,
540,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,6,,,,,,,,,,,Simple,,,,
541,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,7,,,,,,,,,,,Simple,,,,
542,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,8,,,,,,,,,,,Simple,,,,
543,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,9,f,90,,,,,,,,,Simple,,,,
544,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,10,,,,,,,,,,,Simple,,,,
545,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,11,,,,,,,,,,,Simple,,,,
546,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,12,,,,,,,,,,,Simple,,,,
547,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,13,,,,,,,,,,,Simple,,,,
548,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,14,,,,,,,,,,,Simple,,,,
549,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,15,,,,,,,,,,,Simple,,,,
550,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,16,,,,,,,,,,,Simple,,,,
551,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,17,,,,,,,,,,,Simple,,,,
552,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,18,,,,,,,,,,,Simple,,,,
553,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,19,,,,,,,,,,,Simple,,,,
554,24,8,2007,Fsavoie,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,20,,,,,,,,,,,Simple,,,,
555,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,1,,,,,,,,,,,Simple,,,,
556,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,2,,,,,,,,,,,Simple,,,,
557,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,3,f,64,,,,,,,,,Simple,,,,
558,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,7,m,63,,,,,,,,,Simple,,,,
559,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,8,,,,,,,,,,,Simple,,,,
560,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,11,,,,,,,,,,,Simple,,,,
561,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,12,,,,,,,,,,,Simple,,,,
562,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,13,,,,,,,,,,,Simple,,,,
563,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,14,,,,,,,,,,,Simple,,,,
564,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,15,,,,,,,,,,,Simple,,,,
565,24,8,2007,Gpaulin,4552.395,6325.08,4552.408,6325.154,34,FH,R5-T4,16,,,,,,,,,,,Simple,,,,
