Marker,Jour,Mois,Année,Plongeur,Début - lat.,Début - long.,Fin - lat.,Fin - long.,Depth,Site,Transect,section,SEX,SIZE,Escape,Sa,Va,Du,Al,Co,Gr,Ca,type,commentaire,fond,,
203,21,8,2007,Rvienneau,4552.526,6325.917,4552.539,6325.991,23,FH,L3-T5,18,,,,,,,,,,,Simple,,,,
204,21,8,2007,Rvienneau,4552.526,6325.917,4552.539,6325.991,23,FH,L3-T5,19,,,,,,,,,,,Simple,,,,
205,21,8,2007,Rvienneau,4552.526,6325.917,4552.539,6325.991,23,FH,L3-T5,20,,,,,,,,,,,Simple,,,,
206,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,2,,,,,,,,,,,Simple,,,,
207,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,3,,,,,,,,,,,Simple,,,,
208,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,4,,,,,,,,,,,Simple,,,,
209,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,5,,,,,,,,,,,Simple,,,,
210,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,9,,,,,,,,,,,Simple,,,,
211,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,10,,,,,,,,,,,Simple,,,,
212,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,11,,,,,,,,,,,Simple,,,,
213,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,12,,,,,,,,,,,Simple,,,,
214,21,8,2007,Bcomeau,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,17,,,,,,,,,,,Simple,,,,
215,21,8,2007,Dgiard,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,1,,,,,,,,,,,Simple,,,,
216,21,8,2007,Dgiard,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,2,,,,,,,,,,,Simple,,,,
217,21,8,2007,Dgiard,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,3,,,,,,,,,,,Simple,,,,
218,21,8,2007,Dgiard,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,4,,,,,,,,,,,Simple,,,,
219,21,8,2007,Dgiard,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,5,,,,,,,,,,,Simple,,,,
220,21,8,2007,Dgiard,4552.501,6325.764,4552.515,6325.839,20,FH,L3-T6,18,,,,,,,,,,,Simple,,,,
221,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,1,,,,,,,,,,,Simple,,,,
222,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,2,,,,,,,,,,,Simple,,,,
223,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,3,,,,,,,,,,,Simple,,,,
224,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,4,,,,,,,,,,,Simple,,,,
225,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,5,,,,,,,,,,,Simple,,,,
226,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,6,,,,,,,,,,,Simple,,,,
227,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,7,,,,,,,,,,,Simple,,,,
228,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,8,,,,,,,,,,,Simple,,,,
229,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,9,,,,,,,,,,,Simple,,,,
230,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,10,,,,,,,,,,,Simple,,,,
231,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,11,,,,,,,,,,,Simple,,,,
232,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,12,,,,,,,,,,,Simple,,,,
233,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,13,,,,,,,,,,,Simple,,,,
234,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,14,,,,,,,,,,,Simple,,,,
235,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,15,,,,,,,,,,,Simple,,,,
236,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,16,,,,,,,,,,,Simple,,,,
237,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,17,,,,,,,,,,,Simple,,,,
238,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,18,,,,,,,,,,,Simple,,,,
239,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,19,,,,,,,,,,,Simple,,,,
240,24,8,2007,Rvienneau,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,20,,,,,,,,,,,Simple,,,,
241,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,1,,,,,,,,,,,Simple,,,,
242,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,2,,,,,,,,,,,Simple,,,,
243,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,3,,,,,,,,,,,Simple,,,,
244,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,4,,,,,,,,,,,Simple,,,,
245,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,5,,,,,,,,,,,Simple,,,,
246,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,6,,,,,,,,,,,Simple,LS,,,
247,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,7,,,,,,,,,,,Simple,,,,
248,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,8,,,,,,,,,,,Simple,,,,
249,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,9,,,,,,,,,,,Simple,,,,
250,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,10,,,,,,,,,,,Simple,,,,
251,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,11,,,,,,,,,,,Simple,,,,
252,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,12,,,,,,,,,,,Simple,,,,
253,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,13,,,,,,,,,,,Simple,,,,
254,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,14,,,,,,,,,,,Simple,,,,
255,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,15,,,,,,,,,,,Simple,LS,,,
256,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,16,,,,,,,,,,,Simple,,,,
257,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,17,,,,,,,,,,,Simple,,,,
258,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,18,,,,,,,,,,,Simple,,,,
259,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,19,,,,,,,,,,,Simple,,,,
260,24,8,2007,Fsavoie,4552.187,6324.624,4552.201,6324.699,32,FH,L4-T2,20,,,,,,,,,,,Simple,,,,
261,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,1,,,,,,,,,,,Simple,,,,
262,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,2,,,,,,,,,,,Simple,,,,
263,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,3,m,41,,,,,,,,,Simple,,,,
264,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,4,,,,,,,,,,,Simple,,,,
265,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,5,,,,,,,,,,,Simple,,,,
266,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,6,,,,,,,,,,,Simple,,,,
267,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,7,,,,,,,,,,,Simple,,,,
268,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,8,,,,,,,,,,,Simple,,,,
269,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,9,,,,,,,,,,,Simple,LS,,,
270,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,10,,,,,,,,,,,Simple,,,,
271,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,11,,,,,,,,,,,Simple,,,,
272,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,12,,,,,,,,,,,Simple,,,,
273,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,13,,,,,,,,,,,Simple,,,,
274,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,14,,,,,,,,,,,Simple,,,,
275,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,15,,,,,,,,,,,Simple,,,,
276,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,16,,,,,,,,,,,Simple,LS,,,
277,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,17,,,,,,,,,,,Simple,,,,
278,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,18,f,80,,,,,,,,,Simple,,,,
279,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,19,,,,,,,,,,,Simple,,,,
280,24,8,2007,Fsavoie,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,20,,,,,,,,,,,Simple,,,,
281,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,1,,,,,,,,,,,Simple,,,,
282,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,2,,,,,,,,,,,Simple,,,,
283,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,3,f,93,,,,,,,,,Simple,,,,
284,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,4,b,102,,,,,,,,,Simple,,,,
285,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,5,,,,,,,,,,,Simple,,,,
286,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,6,,,,,,,,,,,Simple,,,,
287,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,7,,,,,,,,,,,Simple,,,,
288,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,8,,,,,,,,,,,Simple,,,,
289,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,9,,,,,,,,,,,Simple,,,,
290,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,10,,,,,,,,,,,Simple,,,,
291,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,11,,,,,,,,,,,Simple,,,,
292,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,12,i,70,,,,,,,,,Simple,,,,
293,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,13,,,,,,,,,,,Simple,,,,
294,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,14,,,,,,,,,,,Simple,,,,
295,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,15,,,,,,,,,,,Simple,,,,
296,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,16,i,80,,,,,,,,,Simple,,,,
297,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,18,,,,,,,,,,,Simple,,,,
298,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,19,,,,,,,,,,,Simple,,,,
299,24,8,2007,Rvienneau,4552.136,6324.691,4552.149,6324.765,28,FH,L4-T4,20,,,,,,,,,,,Simple,,,,
300,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,1,,,,,,,,,,,Simple,,,,
301,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,2,,,,,,,,,,,Simple,,,,
302,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,3,,,,,,,,,,,Simple,,,,
303,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,4,,,,,,,,,,,Simple,,,,
304,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,5,,,,,,,,,,,Simple,LS,,,
305,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,6,,,,,,,,,,,Simple,,,,
306,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,7,,,,,,,,,,,Simple,,,,
307,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,9,,,,,,,,,,,Simple,,,,
308,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,10,,,,,,,,,,,Simple,,,,
309,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,11,,,,,,,,,,,Simple,,,,
310,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,12,,,,,,,,,,,Simple,LS,,,
311,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,13,,,,,,,,,,,Simple,,,,
312,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,14,,,,,,,,,,,Simple,,,,
313,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,15,,,,,,,,,,,Simple,LS,,,
314,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,16,f,56,,,,,,,,,Simple,,,,
315,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,17,,,,,,,,,,,Simple,,,,
316,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,18,,,,,,,,,,,Simple,,,,
317,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,19,m,67,,,,,,,,,Simple,,,,
318,24,8,2007,Bcomeau,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,20,,,,,,,,,,,Simple,LS,,,
319,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,1,,,,,,,,,,,Simple,,,,
320,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,2,,,,,,,,,,,Simple,,,,
321,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,3,,,,,,,,,,,Simple,,,,
322,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,4,,,,,,,,,,,Simple,LS,,,
323,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,5,,,,,,,,,,,Simple,,,,
324,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,6,,,,,,,,,,,Simple,,,,
325,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,7,,,,,,,,,,,Simple,,,,
326,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,10,,,,,,,,,,,Simple,,,,
327,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,11,,,,,,,,,,,Simple,,,,
328,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,12,,,,,,,,,,,Simple,,,,
329,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,13,,,,,,,,,,,Simple,,,,
330,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,14,m,51,,,,,,,,,Simple,,,,
331,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,15,,,,,,,,,,,Simple,LS,,,
332,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,16,,,,,,,,,,,Simple,,,,
333,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,17,,,,,,,,,,,Simple,,,,
334,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,18,m,114,,,,,,,,,Simple,,,,
335,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,19,,,,,,,,,,,Simple,,,,
336,24,8,2007,Dgiard,4551.885,6324.603,4551.899,6324.678,28,FH,R10-T12,20,m,72,,,,,,,,,Simple,,,,
337,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,1,,,,,,,,,,,Simple,,,,
338,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,2,,,,,,,,,,,Simple,,,,
339,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,3,,,,,,,,,,,Simple,,,,
340,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,4,,,,,,,,,,,Simple,,,,
341,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,5,,,,,,,,,,,Simple,,,,
342,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,6,,,,,,,,,,,Simple,,,,
343,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,7,,,,,,,,,,,Simple,,,,
344,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,8,,,,,,,,,,,Simple,,,,
345,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,9,,,,,,,,,,,Simple,,,,
346,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,10,,,,,,,,,,,Simple,,,,
347,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,11,,,,,,,,,,,Simple,,,,
348,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,12,,,,,,,,,,,Simple,,,,
349,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,13,,,,,,,,,,,Simple,,,,
350,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,14,,,,,,,,,,,Simple,,,,
351,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,15,,,,,,,,,,,Simple,,,,
352,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,16,,,,,,,,,,,Simple,,,,
353,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,17,,,,,,,,,,,Simple,,,,
354,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,18,,,,,,,,,,,Simple,,,,
355,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,19,,,,,,,,,,,Simple,,,,
356,23,8,2007,Gpaulin,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,20,,,,,,,,,,,Simple,,,,
357,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,1,,,,,,,,,,,Simple,,,,
358,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,2,,,,,,,,,,,Simple,,,,
359,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,3,,,,,,,,,,,Simple,,,,
360,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,4,,,,,,,,,,,Simple,,,,
361,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,5,,,,,,,,,,,Simple,,,,
362,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,6,,,,,,,,,,,Simple,,,,
363,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,7,,,,,,,,,,,Simple,,,,
364,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,8,,,,,,,,,,,Simple,,,,
365,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,9,,,,,,,,,,,Simple,,,,
366,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,10,,,,,,,,,,,Simple,,,,
367,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,11,,,,,,,,,,,Simple,,,,
368,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,12,,,,,,,,,,,Simple,,,,
369,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,13,,,,,,,,,,,Simple,,,,
370,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,14,,,,,,,,,,,Simple,,,,
371,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,15,,,,,,,,,,,Simple,,,,
372,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,16,,,,,,,,,,,Simple,,,,
373,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,18,,,,,,,,,,,Simple,,,,
374,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,19,,,,,,,,,,,Simple,,,,
375,23,8,2007,Rvienneau,4552.696,6326.714,4552.709,6326.789,23,FH,R3-T7,20,,,,,,,,,,,Simple,,,,
376,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,1,,,,,,,,,,,Simple,,,,
377,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,2,,,,,,,,,,,Simple,,,,
378,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,3,,,,,,,,,,,Simple,,,,
379,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,4,,,,,,,,,,,Simple,LS,,,
380,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,5,,,,,,,,,,,Simple,,,,
381,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,6,,,,,,,,,,,Simple,,,,
382,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,7,,,,,,,,,,,Simple,,,,
383,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,8,,,,,,,,,,,Simple,,,,
384,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,9,,,,,,,,,,,Simple,,,,
385,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,10,,,,,,,,,,,Simple,,,,
386,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,11,,,,,,,,,,,Simple,,,,
387,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,12,,,,,,,,,,,Simple,,,,
388,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,14,,,,,,,,,,,Simple,,,,
389,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,15,,,,,,,,,,,Simple,,,,
390,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,16,,,,,,,,,,,Simple,,,,
391,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,17,,,,,,,,,,,Simple,,,,
392,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,18,,,,,,,,,,,Simple,,,,
393,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,19,,,,,,,,,,,Simple,,,,
394,23,8,2007,Bcomeau,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,20,,,,,,,,,,,Simple,,,,
395,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,1,,,,,,,,,,,Simple,,,,
396,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,2,f,70,,,,,,,,,Simple,,,,
397,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,3,,,,,,,,,,,Simple,,,,
398,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,4,m,53,,,,,,,,,Simple,,,,
399,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,5,,,,,,,,,,,Simple,,,,
400,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,6,,,,,,,,,,,Simple,,,,
401,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,7,,,,,,,,,,,Simple,,,,
402,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,8,,,,,,,,,,,Simple,,,,
403,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,9,,,,,,,,,,,Simple,,,,
404,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,10,,,,,,,,,,,Simple,,,,
405,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,11,,,,,,,,,,,Simple,,,,
406,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,12,,,,,,,,,,,Simple,,,,
407,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,13,,,,,,,,,,,Simple,,,,
408,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,14,,,,,,,,,,,Simple,,,,
409,23,8,2007,Dgiard,4552.651,6326.735,4552.664,6326.81,19,FH,R3-T9,15,,,,,,,,,,,Simple,,,,
